교량명,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,소재지도로명주소,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,시설물종별등급구분,상부구조형식,Type,,상하행선분리여부,교량연장,교량폭,높이,통행하중,제한속도,가변속도제한유무,제한차량,차로수,교량준공년도,최종안전점검일자,최종안전점검결과,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
남악4교,99,도시계획도로,군도중로2류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2572,34.804985,126.46811,34.804985,126.468425,99,PSC BOX교,,10,Y,34.73,16,2.5,24,60,N,총중량47톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악5교,4,도시계획도로,군도대로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2539,34.805437,126.468112,34.805434,126.468579,99,PSC 라멘교,Rahmen,,Y,30.48,39,2.5,24,60,N,총중량48톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악6교,99,도시계획도로,군도중로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2316,34.808298,126.468336,34.808228,126.468492,99,PSC 라멘교,Rahmen,,Y,30.48,21,2.5,24,60,N,총중량49톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악7교,99,도시계획도로,군도소로2류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 1576,34.808792,126.469474,34.809786,126.469643,99,PF 거더교,Girder,,Y,25.96,21,2.5,24,60,N,총중량50톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악8교,99,도시계획도로,군도중로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 1576,34.811048,126.469758,34.81105,126.470019,99,RC 라멘교,Rahmen,,Y,34,21,2.5,24,60,N,총중량51톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악9교,99,도시계획도로,군도중로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 1482,34.812008,126.470796,34.812012,126.470931,99,RC 라멘교,Rahmen,,Y,18,21,2.5,24,60,N,총중량52톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남창대교,99,도시계획도로,군도대로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2613,34.803949,126.474785,34.803535,126.475471,1,비대칭사장교,Cable,,Y,172.5,42.8,3.5,24,60,N,총중량40톤이상차량,6,2008,2018-04-30,C,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
오룡1교,99,도시계획도로,군도중로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2547,34.80375,126.460995,34.803752,126.461408,99,PSC 라멘교,Rahmen,,Y,40.17,21,2.5,24,60,N,총중량41톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
오룡2교,99,도시계획도로,군도중로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2547,34.803748,126.461851,34.803752,126.461947,99,PSC BOX교,,10,Y,16.27,22,2.5,24,60,N,총중량42톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
오룡3교,99,도시계획도로,군도대로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2539,34.805307,126.460668,34.805316,126.461097,99,PSC BOX교,,10,Y,30.48,42,2.5,24,60,N,총중량43톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
오룡4교,99,도시계획도로,군도대로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2539,34.805327,126.46209,34.805331,126.462291,99,PSC BOX교,,10,Y,16.27,42,2.5,24,60,N,총중량44톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악2교,99,도시계획도로,군도중로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2545,34.804103,126.468002,34.804098,126.468264,99,PSC BOX교,,10,Y,40.97,21,2.5,24,60,N,총중량45톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악3교,99,도시계획도로,군도중로2류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2584,34.804446,126.468005,34.804443,126.468281,99,PSC 라멘교,Rahmen,,Y,34.73,13,2.5,24,60,N,총중량46톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악4교,99,도시계획도로,군도중로2류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2572,34.804985,126.46811,34.804985,126.468425,99,PSC BOX교,,10,Y,34.73,16,2.5,24,60,N,총중량47톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악5교,4,도시계획도로,군도대로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2539,34.805437,126.468112,34.805434,126.468579,99,PSC 라멘교,Rahmen,,Y,30.48,39,2.5,24,60,N,총중량48톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악6교,99,도시계획도로,군도중로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 2316,34.808298,126.468336,34.808228,126.468492,99,PSC 라멘교,Rahmen,,Y,30.48,21,2.5,24,60,N,총중량49톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악7교,99,도시계획도로,군도소로2류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 1576,34.808792,126.469474,34.809786,126.469643,99,PF 거더교,Girder,,Y,25.96,21,2.5,24,60,N,총중량50톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악8교,99,도시계획도로,군도중로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 1576,34.811048,126.469758,34.81105,126.470019,99,RC 라멘교,Rahmen,,Y,34,21,2.5,24,60,N,총중량51톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
남악9교,99,도시계획도로,군도중로1류,3,14,무안군,,전라남도 무안군 삼향읍 남악리 1482,34.812008,126.470796,34.812012,126.470931,99,RC 라멘교,Rahmen,,Y,18,21,2.5,24,60,N,총중량52톤이상차량,4,2008,2018-06-12,B,전라남도 무안군,061-450-4159,2018-06-18,4950000,전라남도 무안군
은계대교,2,국도 1호선,국도 1호선,3,9,오산시,,경기도 오산시 은계동 20,37.157375,127.071797,37.158178,127.071113,2,P.C빔,Girder,,N,150,18.5,4,40,, ,,6,1982,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
오산대교,5,시도 1호선,시도 1호선,3,9,오산시,,경기도 오산시 오산동 816-1,37.155051,127.068228,37.155998,127.067798,2,스틸박스교,,2,N,136,15,4,40,, ,,4,1996,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
청 조 교,5,시도,시도1호선,3,9,오산시,,경기도 오산시 궐동 575-14,37.164175,127.066361,37.164443,127.066105,3,스라브교,,2,N,20,10,3,40,, ,,2,1993,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
남촌대교,4,지방도 82호선,지방도 82호선,3,9,오산시,,경기도 오산시 오산동 511-6,37.149472,127.063511,37.149623,127.062268,1,P.C빔,Girder,,N,110,25,4,40,, ,,4,1990,2018-06-15,C,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
벌 음 교,4,지방도 82호선,지방도 82호선,3,9,오산시,,경기도 오산시 벌음동 375-2,37.140738,127.044589,37.140699,127.044311,2,라멘교,Rahmen,,N,15,12.5,3,40,, ,,2,1994,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
금오대교,5,시도 6호선,시도 6호선,3,9,오산시,,경기도 오산시 은계동 7-9,37.160932,127.076757,37.161574,127.075857,2,PC슬라브교,Slab,,N,130,20.9,4,40,, ,,4,1999,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
탑동대교,4,남부대로,남부대로,3,9,오산시,,경기도 오산시 갈곶동 3-4,37.134151,127.060007,37.134143,127.056452,1,STEEL.BOX교,,6,N,310,31,5,40,, ,,6,1999,2018-06-15,C,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
갈곶육교,4,남부대로,남부대로,3,9,오산시,,경기도 오산시 갈곶동 37-3,37.135849,127.066461,37.135523,127.064309,2,STEEL.BOX교,,6,N,190,30,5,40,, ,,6,1999,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
두곡1교,4,남부대로,남부대로,3,9,오산시,,경기도 오산시 두곡동 41-2,37.129938,127.041798,37.129975,127.041425,3,스라브교,,2,N,40,31,3,40,, ,,2,2000,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
운암고가,4,동부대로,동부대로,3,9,오산시,,경기도 오산시 부산동 782-1,37.156637,127.081991,37.160748,127.083841,1,STEEL.BOX교,,6,N,240,16,5,40,, ,,4,1999,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
원동고가,4,동부대로,동부대로,3,9,오산시,,경기도 오산시 원동 567-6,37.141109,127.078181,37.145467,127.078173,1,STEEL.BOX교,,6,N,240,16,5,40,, ,,4,1999,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
세교1교,4,서부우회도로,서부우회도로,3,9,오산시,,경기도 오산시 큰말길 38,37.185576,127.038331,37.186841,127.037767,1,STEEL.BOX교,,6,N,160,21,3,40,, ,,6,2011,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
세교2교,4,서부우회도로,서부우회도로,3,9,오산시,,경기도 오산시 금암동 332-5,37.169632,127.041814,37.171044,127.041827,2,STEEL.BOX교,,6,N,115,21,5,40,, ,,6,2011,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
양 산 교,4,중로1-47호선,중로1-47호선,3,9,오산시,,경기도 오산시 양산동 79-9,37.190721,127.035466,37.190912,127.035773,3,RPF BEAM,,1,N,25,27.9,4,40,, ,,3,2012,2018-06-15,B,오산시,031-8036-7703,2018-08-01,4000000,경기도 오산시
독산보도교,2,안양천,0,3,1,금천구,,서울특별시 금천구 시흥동 770-4,37.455808,126.89317,37.455305,126.891717,2,preflex beam,,4,N,140,6,1,1,, ,,4,1989,2017-10-01,B,금천구청 도로과,02-2627-1814,2018-08-13,3170000,서울특별시 금천구
금천과선교,2,벚꽃로,73,3,1,금천구,,서울특별시 금천구 독산동 711-2,37.461259,126.890062,37.461123,126.889698,3,Steel box girder,,3,N,97,15,1,1,, ,,4,1996,2017-10-01,B,금천구청 도로과,02-2627-1814,2018-08-13,3170000,서울특별시 금천구
삼천교,6,군도,11,3,14,화순군,전라남도 화순군 화순읍 삼천리 1012-66,전라남도 화순군 화순읍 삼천리 1012-66,35.050507,126.985654,35.050507,126.985654,99,RCS,Slab,,Y,96,8,2.5,18,60, ,,2,1991,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
수만교,6,군도,9,3,14,화순군,전라남도 화순군 화순읍 수만리 47-7,전라남도 화순군 화순읍 수만리 47-7,35.084594,127.018262,35.084594,127.018262,99,RCS,Slab,,Y,20,9.2,2.5,24,60, ,,2,1997,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
칠송교,6,군도,8,3,14,화순군,전라남도 화순군 춘양면 회송리 60-3,전라남도 화순군 춘양면 회송리 60-3,34.951411,126.946667,34.951411,126.946667,99,RCS,Slab,,Y,25,7.5,2.8,18,60, ,,2,1991,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
양곡교,6,군도,8,3,14,화순군,전라남도 화순군 춘양면 양곡리 276,전라남도 화순군 춘양면 양곡리 276,34.955678,126.922803,34.955678,126.922803,99,RA,Rahmen,288,Y,22,8,2.9,18,60, ,,2,1990,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
차리교,6,군도,25,3,14,화순군,전라남도 화순군 청풍면 백운리 35-5,전라남도 화순군 청풍면 백운리 35-5,34.881539,126.97126,34.881539,126.97126,99,RCS,Slab,,Y,30,7,4.2,9,60, ,,2,1979,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
벽지교,6,군도,8,3,14,화순군,전라남도 화순군 도암면 벽지리 952-25,전라남도 화순군 도암면 벽지리 952-25,34.956902,126.889539,34.956902,126.889539,99,RA,Rahmen,288,Y,24,9.2,3,24,60, ,,2,1997,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
보월교,6,군도,14,3,14,화순군,전라남도 화순군 이서면 보월리 562-2,전라남도 화순군 이서면 보월리 562-2,35.116627,127.053481,35.116627,127.053481,99,RCS,Slab,,Y,36,9.4,5,18,60, ,,2,1991,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
야사2교,6,군도,14,3,14,화순군,전라남도 화순군 이서면 야사리 646-11,전라남도 화순군 이서면 야사리 646-11,35.111593,127.069382,35.111593,127.069382,99,RCS,Slab,,Y,30,9.2,3.3,24,60, ,,2,1997,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
야사1교,6,군도,23,3,14,화순군,전라남도 화순군 이서면 야사리 176-4,전라남도 화순군 이서면 야사리 176-4,35.110029,127.0788,35.110029,127.0788,99,RCS,Slab,,Y,50,9.2,2.6,18,60, ,,2,1990,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
와천교,6,군도,4,3,14,화순군,전라남도 화순군 북면 와천리 579-5,전라남도 화순군 북면 와천리 579-5,35.140078,127.113168,35.140078,127.113168,99,RCS,Slab,,N,27,5.4,3.5,18,60, ,,1,1998,2017-08-31,C,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
하서교,6,군도,9,3,14,화순군,전라남도 화순군 동면 서성리 274-2,전라남도 화순군 동면 서성리 274-2,35.057866,127.035026,35.057866,127.035026,99,RCT,,52,Y,54,9,4.5,24,60, ,,2,1998,2017-08-31,C,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
국동교,6,군도,9,3,14,화순군,전라남도 화순군 동면 국동리 129-1,전라남도 화순군 동면 국동리 129-1,35.064738,127.033482,35.064738,127.033482,99,RA,Rahmen,288,Y,22,8.3,4.2,18,60, ,,2,1990,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
언동교,6,군도,9,3,14,화순군,전라남도 화순군 동면 언도리 766-19,전라남도 화순군 동면 언도리 766-19,35.036286,127.018777,35.036286,127.018777,99,RCS,Slab,,Y,37,7,3,18,60, ,,2,1994,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
지곡교,6,농도,316,3,14,화순군,전라남도 화순군 화순읍 다지리 산 13-2,전라남도 화순군 화순읍 다지리 산 13-2,35.042993,127.00427,35.042993,127.00427,99,RCS,Slab,,Y,99,8,4.5,18,50, ,,2,1992,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
금전교,6,농도,303,3,14,화순군,전라남도 화순군 한천면 모산리 826-5,전라남도 화순군 한천면 모산리 826-5,34.977389,126.973371,34.977389,126.973371,99,RA,Rahmen,288,N,40,5.9,4,18,50, ,,1,1978,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
부곡2교,6,리도,202,3,14,화순군,전라남도 화순군 춘양면 부곡리 649-2,전라남도 화순군 춘양면 부곡리 649-2,34.965287,126.967557,34.965287,126.967557,99,RCS,Slab,,N,32,5.2,4.3,18,50, ,,1,1990,2017-08-31,C,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
변천교,6,농도,301,3,14,화순군,전라남도 화순군 춘양면 변천리 204-25,전라남도 화순군 춘양면 변천리 204-25,34.918952,126.933196,34.918952,126.933196,99,RA,Rahmen,288,Y,21,6.7,1.4,18,50, ,,1,1999,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
백운교,6,리도,202,3,14,화순군,전라남도 화순군 청풍면 백운리 316-3,전라남도 화순군 청풍면 백운리 316-3,34.878249,126.95762,34.878249,126.95762,99,RCS,Slab,,N,20,5.9,5.2,9,50, ,,1,1977,2017-08-31,C,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
회수교,6,농도,305,3,14,화순군,전라남도 화순군 청풍면 신석리 773,전라남도 화순군 청풍면 신석리 773,34.85846,126.961234,34.85846,126.961234,99,RCS,Slab,,Y,30,6.8,3.4,9,50, ,,2,1984,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
용반1교,6,농도,303,3,14,화순군,전라남도 화순군 이양면 용반리 215-6,전라남도 화순군 이양면 용반리 215-6,34.928033,127.0314903,34.928033,127.0314903,99,RCS,Slab,,N,32,5.7,4.4,18,50, ,,1,1981,2017-08-31,C,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
강성1교,6,농도,309,3,14,화순군,전라남도 화순군 이양면 강성리 278-4,전라남도 화순군 이양면 강성리 278-4,34.930426,127.015139,34.930426,127.015139,99,RCS,Slab,,N,21,6,3.5,18,50, ,,1,1993,2017-08-31,C,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
장치1교,6,농도,317,3,14,화순군,전라남도 화순군 이양면 장치리 144-1,전라남도 화순군 이양면 장치리 144-1,34.918396,127.046702,34.918396,127.046702,99,RCS,Slab,,Y,30,8.6,3.5,18,50, ,,2,1988,2017-08-31,C,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
장치2교,6,농도,317,3,14,화순군,전라남도 화순군 이양면 장치리 202-3,전라남도 화순군 이양면 장치리 202-3,34.958205,128.239201,34.958205,128.239201,99,RA,Rahmen,288,N,28,4.8,5.5,18,50, ,,1,1998,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
복구교,6,리도,204,3,14,화순군,전라남도 화순군 도암면 운월리 570,전라남도 화순군 도암면 운월리 570,34.970324,126.883725,34.970324,126.883725,99,RA,Rahmen,288,Y,34,7,3.5,18,50, ,,2,1998,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
해망산교,6,농도,301,3,14,화순군,전라남도 화순군 도암면 도장리 531,전라남도 화순군 도암면 도장리 531,34.964087,126.889092,34.964087,126.889092,99,RCS,Slab,,Y,32,6.8,3.2,24,50, ,,2,1998,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
중촌교,6,농도,305,3,14,화순군,전라남도 화순군 도암면 호암리 814-15,전라남도 화순군 도암면 호암리 814-15,34.896686,126.897322,34.896686,126.897322,99,RCS,Slab,,N,33,4,3.2,24,50, ,,1,1999,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
용호교,6,농도,307,3,14,화순군,전라남도 화순군 이서면 야사리 510,전라남도 화순군 이서면 야사리 510,35.110675,127.075611,35.110675,127.075611,99,RCS,Slab,,Y,32,6.6,3.8,18,50, ,,2,1995,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
수리1,6,면도,101,3,14,화순군,전라남도 화순군 북면 수리 526-2,전라남도 화순군 북면 수리 526-2,35.138869,127.150969,35.138869,127.150969,99,RCS,Slab,,Y,20,8,3.7,18,50, ,,2,1996,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
수리2,6,면도,101,3,14,화순군,전라남도 화순군 북면 수리 산 123-3,전라남도 화순군 북면 수리 산 123-3,35.14428,127.156378,35.14428,127.156378,99,RCS,Slab,,Y,24,8,4.2,18,50, ,,2,1996,2017-08-31,A,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
원리,6,리도,201,3,14,화순군,전라남도 화순군 북면 원리 128-2,전라남도 화순군 북면 원리 128-2,35.191164,127.135076,35.191164,127.135076,99,RCS,Slab,,Y,24,10,3.9,18,50, ,,2,1985,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
원리2,6,리도,201,3,14,화순군,전라남도 화순군 북면 원리 65-2,전라남도 화순군 북면 원리 65-2,35.1902,127.142268,35.1902,127.142268,99,RCS,Slab,,Y,48,7,2.6,24,50, ,,2,1999,2017-08-31,B,화순군,061-379-3752,2018-06-01,4900000,전라남도 화순군
